Individual	Easting	Northing	Habitat	Daily_movement_rate(km/day)	Turning_angle_(radians)	dist_water (meters)	dist_swamp (meters)	dist_otw (meters)	dist_openfor (meters)	dist_ntw (meters)	dist_mixfor (meters)	dist_devel  (meters)	dist_ddf (meters)	dist_conifer (meters)	dist_alvar (meters)
elk-163	773939	4988143	16	14.61	-2.95	106.07	31955.06	1386.09	3436.57	9404.39	0.00	10003.78	125.00	1507.48	60518.33
elk-163	760556	4982279.5	16	2.66	0.01	269.26	31251.00	1502.08	989.00	4766.62	0.00	11777.76	100.00	525.00	56648.77
elk-163	757911	4981144	17	11.12	-0.15	498.12	31939.88	707.11	195.26	7616.47	0.00	11513.14	1006.23	437.32	56335.04
elk-163	749234	4975802.5	19	1.40	-0.90	353.55	33269.38	300.00	1311.73	16775.17	25.00	1364.73	0.00	691.47	80457.23
elk-163	749075	4974416	13	0.00	3.03	469.71	31874.33	480.23	257.39	16572.21	90.14	2727.75	0.00	309.23	79909.67
elk-163	749075	4974419	13	0.09	-0.12	447.21	31899.16	496.24	279.51	16570.34	111.80	2704.16	0.00	316.23	79915.01
elk-163	749064	4974509.5	13	13.84	-1.96	395.28	31970.69	531.51	340.04	16540.03	190.39	2642.21	0.00	369.12	79906.63
elk-163	735966	4967209.5	13	0.16	-2.97	550.00	24668.87	246.22	257.39	7731.95	127.48	5764.66	0.00	602.08	65352.76
elk-163	736108	4967259.5	13	0.05	1.27	525.00	24707.29	353.55	388.10	7772.15	79.06	5907.89	0.00	456.21	65504.83
elk-163	736137	4967220.5	13	0.21	-2.52	500.62	24684.74	353.55	403.11	7805.45	50.00	5917.82	0.00	427.93	65525.35
elk-163	736133	4967438	13	0.33	-2.14	412.31	24886.20	520.22	378.32	7636.30	145.77	6037.49	0.00	471.70	65583.33
elk-163	735845	4967247	13	0.28	-2.63	485.41	24710.18	275.00	145.77	7645.63	152.07	5702.74	0.00	707.11	65262.46
elk-163	736127	4967268.5	13	0.17	-1.67	492.44	24734.52	388.91	403.11	7760.32	70.71	5941.85	0.00	436.61	65533.63
elk-163	736100	4967420	13	1.93	-2.07	427.20	24881.53	493.08	328.82	7614.34	190.39	5994.27	0.00	514.78	65534.04
elk-163	734588	4966215	16	0.37	2.48	269.26	23681.71	716.33	638.85	8138.07	0.00	4082.36	201.56	190.39	63801.70
elk-163	734681	4966605.5	13	19.71	-2.09	206.16	24061.51	406.97	269.26	7797.64	50.00	4356.60	0.00	515.39	63959.80
elk-163	715786	4960995	11	5.74	-3.09	325.00	13020.87	0.00	12733.05	4388.98	25.00	456.21	406.97	304.14	44297.02
elk-163	720901	4962215.5	16	1.03	-3.04	35.36	16138.87	682.83	7467.97	1025.91	0.00	456.21	1226.02	1733.85	49564.69
elk-163	719884	4962077.5	16	0.43	-1.18	250.00	15510.42	990.58	8486.94	700.45	0.00	1011.50	371.65	1733.85	48539.35
elk-163	719768	4961631.5	13	0.14	0.75	127.48	15070.87	1415.32	8725.32	1131.92	25.00	1328.77	0.00	1456.24	48332.31
elk-163	719656	4961561	19	4.75	0.40	213.60	14940.72	1355.08	8864.68	1225.77	0.00	1438.97	55.90	1319.33	48198.46
elk-163	714965	4960807.5	16	0.82	0.67	55.90	12667.40	775.00	13566.80	5193.51	0.00	805.06	291.55	403.11	43462.66
elk-163	714188	4961239	16	3.31	2.60	125.00	12988.00	579.87	14223.51	5728.00	0.00	925.00	1168.87	276.13	42792.71
elk-163	717224	4961351.5	13	4.53	-3.11	285.04	13771.01	1245.49	11262.02	2964.90	35.36	840.39	0.00	325.00	45767.65
elk-163	712690	4961307.5	17	12.77	0.24	555.09	12961.72	309.23	15687.46	7143.57	0.00	390.51	1125.00	225.00	41338.39
elk-163	700268	4964237.5	17	8.17	-0.23	577.17	14288.48	458.94	8063.07	11685.59	0.00	5748.59	900.00	318.20	30481.41
elk-163	692097	4964220	16	0.09	1.79	90.14	7972.61	180.28	7794.63	8902.84	0.00	954.59	1131.92	600.00	23278.34
elk-163	692115	4964303.5	16	0.70	1.10	25.00	8040.91	145.77	7717.51	8978.48	0.00	919.92	1073.55	525.00	23336.08
elk-163	692904	4964513	17	0.78	3.07	419.08	8749.64	388.10	7200.17	9185.21	0.00	1219.89	360.56	696.42	24111.82
elk-163	692233	4964280	16	0.23	0.92	70.71	8118.65	55.90	7675.04	8957.85	0.00	989.00	977.88	564.03	23434.08
elk-163	692054	4964397.5	1	4.91	2.51	0.00	8070.39	79.06	7658.49	9077.20	25.00	816.24	1073.55	425.00	23340.20
elk-163	696953	4964664	17	0.03	-0.93	371.65	11845.07	269.26	6651.36	10269.40	0.00	4090.39	1476.48	125.00	27693.77
elk-163	696967	4964685	17	0.02	-2.68	375.00	11880.05	302.08	6629.72	10303.31	0.00	4123.11	1442.65	90.14	27726.72
elk-163	696948	4964674	17	0.18	-1.35	381.61	11860.02	279.51	6626.56	10291.38	0.00	4113.47	1464.80	106.07	27703.85
elk-163	697001	4964506.5	17	4.82	1.82	235.85	11796.53	304.14	6806.48	10162.09	0.00	3972.56	1486.61	55.90	27679.60
elk-163	692189	4964253	16	4.77	3.11	55.90	8064.47	100.00	7721.92	8930.92	0.00	996.24	1033.50	579.87	23378.21
elk-163	696944	4964658.5	17	0.08	1.04	371.65	11845.07	269.26	6651.36	10269.40	0.00	4090.39	1476.48	125.00	27693.77
elk-163	696990	4964593.5	17	0.10	-3.02	282.84	11840.71	301.04	6732.11	10227.66	0.00	4041.12	1463.09	111.80	27709.49
elk-163	696942	4964682.5	17	9.93	-1.39	381.61	11860.02	279.51	6626.56	10291.38	0.00	4113.47	1464.80	106.07	27703.85
elk-163	686700	4961403.5	17	11.73	-3.13	618.97	2853.18	1308.63	10273.78	8220.10	0.00	111.80	425.73	355.32	17196.96
elk-163	696993	4964518	17	0.02	-0.41	257.39	11776.30	279.51	6803.31	10149.94	0.00	3962.40	1510.17	35.36	27656.66
elk-163	697010	4964532.5	17	0.09	-0.76	250.00	11811.22	301.04	6781.69	10183.93	0.00	3995.39	1478.39	70.71	27689.54
elk-163	697020	4964624.5	17	6.84	1.65	305.16	11890.46	333.54	6685.85	10283.51	0.00	4096.95	1423.46	111.80	27752.41
elk-163	703748	4963353.5	17	0.03	-2.02	79.06	14725.19	125.00	10222.34	13666.04	0.00	3995.39	866.75	301.04	33386.00
elk-163	703741	4963379.5	17	0.03	-2.61	50.00	14747.90	90.14	10189.46	13658.08	0.00	4008.19	874.64	301.04	33369.02
elk-163	703733	4963350.5	17	0.06	0.74	55.90	14723.11	100.00	10212.40	13644.83	0.00	4018.24	887.76	282.84	33362.00
elk-163	703680	4963317	17	0.11	2.54	35.36	14691.94	50.00	10215.67	13589.17	0.00	4074.08	943.40	230.49	33307.00
elk-163	703723	4963418	17	0.29	-0.35	25.00	14797.49	75.00	10143.59	13684.69	0.00	3988.50	850.00	336.34	33383.10
elk-163	703737	4963706	16	0.01	0.27	75.00	15073.42	201.56	9902.34	13854.26	0.00	3866.28	735.70	581.49	33485.71
elk-163	703740	4963715	16	0.01	-2.68	75.00	15073.42	201.56	9902.34	13854.26	0.00	3866.28	735.70	581.49	33485.71
elk-163	703732	4963707	16	0.25	-0.42	75.00	15073.42	201.56	9902.34	13854.26	0.00	3866.28	735.70	581.49	33485.71
elk-163	703642	4963471	11	0.42	2.24	25.00	14837.66	0.00	10067.93	13648.17	75.00	4038.87	896.17	335.41	33325.34
elk-163	703429	4963828.5	19	0.45	0.70	353.55	15187.19	357.95	9644.49	13688.16	0.00	4107.08	950.00	564.03	33242.82
elk-163	703503	4964272.5	17	0.19	0.24	673.15	15623.32	325.96	9306.58	14034.00	0.00	3888.52	972.43	125.00	33490.17
elk-163	703577	4964443.5	14	0.61	2.94	831.04	15805.71	141.42	9180.21	14197.03	25.00	3786.57	930.39	0.00	33615.55
elk-163	703453	4963846.5	16	0.24	2.88	355.32	15214.73	371.65	9631.33	13722.91	0.00	4076.23	975.32	534.44	33274.11
elk-163	703440	4964089	17	0.00	0.52	536.77	15441.12	514.78	9435.11	13871.67	0.00	3996.95	1006.54	309.23	33365.40
elk-163	703441	4964091	17	5.54	-1.97	536.77	15441.12	514.78	9435.11	13871.67	0.00	3996.95	1006.54	309.23	33365.40
elk-163	696997	4964500.5	17	0.11	-2.58	235.85	11796.53	304.14	6806.48	10162.09	0.00	3972.56	1486.61	55.90	27679.60
elk-163	697069	4964449	17	9.80	2.21	158.11	11793.32	371.65	6887.40	10121.26	0.00	3925.32	1467.35	111.80	27695.81
elk-163	686943	4961234	17	12.79	-0.06	620.99	2728.55	1194.00	10577.39	7931.15	0.00	206.16	291.55	450.69	17337.57
elk-163	676003	4957020	17	0.04	2.01	566.79	742.04	585.24	6195.21	10574.14	0.00	230.49	79.06	450.00	6098.82
elk-163	676006	4957060.5	17	0.04	2.02	530.33	770.15	538.52	6145.37	10608.72	0.00	270.42	75.00	500.00	6134.18
elk-163	676041	4957040.5	17	0.17	1.99	531.51	735.27	553.40	6168.32	10609.49	0.00	265.75	100.00	475.00	6134.18
elk-163	675907	4956943	19	0.05	1.19	707.11	817.39	704.45	6281.17	10431.98	0.00	103.08	35.36	382.43	5957.40
elk-163	675862	4956971.5	19	0.13	1.72	691.47	855.13	673.15	6233.98	10448.71	0.00	150.00	75.00	436.61	5975.47
elk-163	675944	4957066.5	17	0.10	-2.79	585.77	832.17	570.64	6151.93	10554.77	0.00	237.17	106.07	500.62	6081.53
elk-163	675858	4957018.5	19	0.10	2.72	675.46	870.70	651.92	6209.12	10466.14	0.00	175.00	100.00	460.98	5993.38
elk-163	675919	4957100	17	0.11	-3.02	590.02	866.75	561.81	6129.44	10554.29	0.00	254.95	111.80	527.38	6082.04
elk-163	675845	4957023.5	19	0.15	-2.15	680.07	867.83	645.17	6186.93	10465.72	0.00	200.00	127.48	491.17	5994.01
elk-163	676021	4956990.5	17	0.21	2.90	585.77	728.87	608.79	6220.13	10556.90	0.00	212.13	55.90	425.00	6081.12
elk-163	675849	4956980	19	0.14	2.59	710.63	835.54	686.48	6236.64	10430.78	0.00	150.00	79.06	443.00	5958.03
elk-163	675964	4957060.5	17	0.01	-1.78	566.79	811.25	559.02	6149.64	10572.72	0.00	246.22	90.14	500.00	6099.03
elk-163	675957	4957067	17	0.05	-1.63	566.79	811.25	559.02	6149.64	10572.72	0.00	246.22	90.14	500.00	6099.03
elk-163	675929	4957033	17	0.17	-2.78	602.08	818.92	592.66	6176.82	10537.37	0.00	213.60	100.00	475.66	6063.67
elk-163	676081	4957119.5	16	0.12	2.32	442.30	743.30	467.04	6089.85	10697.46	0.00	355.32	55.90	552.27	6222.54
elk-163	676054	4957005.5	17	0.20	1.36	555.09	686.48	594.24	6216.31	10593.19	0.00	235.85	90.14	425.73	6116.58
elk-163	675858	4957010.5	19	0.11	2.43	675.46	870.70	651.92	6209.12	10466.14	0.00	175.00	100.00	460.98	5993.38
elk-163	675945	4957082	17	0.05	1.44	570.09	845.95	548.86	6127.04	10572.19	0.00	261.01	90.14	525.59	6099.44
elk-163	675980	4957049	17	0.07	-2.59	565.69	776.61	571.18	6172.37	10573.38	0.00	235.85	100.00	475.00	6098.82
elk-163	675961	4957118.5	17	0.10	1.99	535.02	840.01	514.78	6099.85	10607.54	0.00	292.62	55.90	550.00	6134.79
elk-163	676056	4957104	16	0.02	-2.26	477.62	745.82	498.12	6116.58	10662.11	0.00	320.16	55.90	525.59	6187.18
elk-163	676047	4957119	16	2.90	3.04	459.62	761.99	474.34	6091.64	10679.42	0.00	340.04	35.36	550.57	6204.89
elk-163	677787	4954802.5	16	0.07	0.00	424.26	625.50	585.77	8589.42	10491.19	0.00	75.00	79.06	325.00	6138.05
elk-163	677830	4954745.5	16	0.33	0.50	494.97	675.00	656.22	8645.27	10511.90	0.00	50.00	70.71	357.95	6161.02
elk-163	677880	4954416.5	16	0.03	-2.01	763.22	761.58	915.49	8970.82	10386.83	0.00	35.36	25.00	335.41	6050.05
elk-163	677901	4954430.5	13	2.54	2.22	776.61	784.62	930.05	8973.99	10409.28	25.00	25.00	0.00	357.95	6073.10
elk-163	677618	4949969.5	26	0.21	3.03	848.90	742.46	270.42	13335.34	8726.29	195.26	25.00	145.77	0.00	5134.02
elk-163	677615	4950036	14	1.29	-2.00	800.39	707.99	246.22	13285.38	8727.29	230.49	25.00	190.39	0.00	5120.12
elk-163	676565	4949490.5	26	0.01	0.23	1597.65	840.39	680.07	13734.10	7653.31	25.00	0.00	395.28	79.06	4271.42
elk-163	676557	4949488.5	19	4.39	-0.90	1574.21	817.39	660.02	13735.04	7628.32	0.00	25.00	403.11	55.90	4248.90
elk-163	674752	4945488	16	0.65	0.51	212.13	664.27	182.00	17791.01	6871.86	0.00	103.08	55.90	302.08	3716.52
elk-163	674228	4945103.5	14	0.29	-0.83	158.11	505.59	235.85	18199.67	6564.73	35.36	195.26	141.42	0.00	3290.14
elk-163	674197	4944819	25	0.04	1.02	200.00	250.00	145.77	18508.14	6645.77	125.00	0.00	125.00	75.00	3319.36
elk-163	674160	4944801.5	25	3.57	-2.00	175.00	265.75	125.00	18512.51	6624.25	100.00	0.00	111.80	79.06	3296.21
elk-163	676887	4942496.5	26	0.41	1.49	1875.67	585.77	535.02	20736.82	10128.09	127.48	0.00	206.16	50.00	5260.47
elk-163	676646	4942161.5	26	0.01	-0.77	1545.36	704.01	583.10	21072.57	10101.52	225.00	0.00	328.82	35.36	4847.81
elk-163	676648	4942147.5	26	0.03	-2.14	1541.51	728.01	604.67	21097.54	10116.88	250.00	0.00	347.31	55.90	4833.54
elk-163	676671	4942167.5	26	1.36	1.96	1570.03	711.51	596.34	21071.43	10121.26	225.00	0.00	333.54	25.00	4868.33
elk-163	677109	4940881.5	25	0.09	-2.13	726.72	873.21	691.47	22358.05	11182.58	223.61	0.00	127.48	305.16	4585.98
elk-163	677167	4940952.5	25	0.96	-1.09	775.00	928.04	728.87	22306.18	11211.07	279.51	0.00	152.07	318.20	4673.40
elk-163	676791	4941834.5	25	0.29	0.00	1627.88	1075.29	500.62	21416.88	10416.57	225.00	0.00	25.00	325.00	4763.47
elk-163	676677	4942102.5	25	0.26	-2.98	1587.65	766.89	617.45	21120.27	10171.68	276.13	0.00	302.08	35.36	4860.68
elk-163	676751	4941803	25	2.52	2.77	1598.83	1092.02	527.38	21442.86	10410.39	200.00	0.00	25.00	335.41	4729.23
elk-163	675304	4943865.5	14	1.47	3.08	1179.25	250.00	348.21	19372.48	8078.40	55.90	167.71	79.06	0.00	4710.76
elk-163	676683	4942136.5	25	0.09	2.82	1590.99	743.30	627.00	21095.29	10156.34	251.25	0.00	325.00	25.00	4874.74
elk-163	676646	4942160.5	26	0.31	1.64	1545.36	704.01	583.10	21072.57	10101.52	225.00	0.00	328.82	35.36	4847.81
elk-163	676832	4942409	14	12.43	2.85	1813.32	618.97	583.10	20838.50	10145.97	106.07	35.36	212.13	0.00	5161.40
elk-163	672564	4930728.5	25	0.05	-2.22	2001.56	391.31	509.90	32682.38	15878.44	176.78	0.00	336.34	125.00	4815.15
elk-163	672609	4930742.5	26	0.04	-2.45	1952.24	347.31	460.98	32673.43	15836.75	145.77	0.00	301.04	158.11	4841.55
elk-163	672574	4930757	25	0.04	2.26	1997.65	380.79	515.39	32657.79	15892.23	195.26	0.00	350.00	111.80	4793.88
elk-163	672610	4930776	25	0.01	0.67	1948.24	335.41	467.04	32648.83	15850.57	158.11	0.00	300.00	158.11	4820.40
elk-163	672618	4930774.5	25	0.02	-1.43	1948.24	335.41	467.04	32648.83	15850.57	158.11	0.00	300.00	158.11	4820.40
elk-163	672628	4930804	25	0.13	-2.84	1919.80	302.08	450.69	32619.78	15843.63	134.63	0.00	276.13	176.78	4812.74
elk-163	672572	4930726.5	25	0.05	-1.83	2005.77	403.11	496.24	32706.97	15864.68	160.08	0.00	320.16	125.00	4836.45
elk-163	672630	4930704	25	0.08	-2.15	1961.19	375.00	445.11	32722.63	15809.17	106.07	0.00	265.75	111.80	4883.97
elk-163	672618	4930761.5	26	0.02	-2.67	1948.24	335.41	467.04	32648.83	15850.57	158.11	0.00	300.00	158.11	4820.40
elk-163	672613	4930743	26	0.10	3.06	1952.24	347.31	460.98	32673.43	15836.75	145.77	0.00	301.04	158.11	4841.55
elk-163	672631	4930843	26	0.03	-3.05	1913.28	285.04	469.71	32570.58	15871.40	125.00	0.00	275.00	176.78	4770.74
elk-163	672624	4930817.5	25	0.04	-0.12	1916.38	292.62	459.62	32595.18	15857.53	127.48	0.00	276.13	175.00	4791.72
elk-163	672618	4930777.5	25	0.07	-0.29	1948.24	335.41	467.04	32648.83	15850.57	158.11	0.00	300.00	158.11	4820.40
elk-163	672628	4930706.5	25	0.31	0.71	1961.19	375.00	445.11	32722.63	15809.17	106.07	0.00	265.75	111.80	4883.97
elk-163	672460	4930442.5	26	0.25	2.75	2073.19	388.10	443.00	33000.04	15820.66	75.00	0.00	269.26	125.00	5011.99
elk-163	672515	4930748.5	25	0.16	2.24	1980.06	427.20	564.03	32666.82	15933.95	230.49	0.00	390.51	70.71	4767.73
elk-163	672597	4930656.5	25	0.04	-1.97	1990.60	410.03	442.30	32751.69	15816.33	111.80	0.00	270.42	106.07	4892.15
elk-163	672620	4930705	25	0.05	-0.89	1961.19	375.00	445.11	32722.63	15809.17	106.07	0.00	265.75	111.80	4883.97
elk-163	672599	4930748.5	25	0.03	2.90	1976.90	369.12	485.41	32677.90	15857.59	160.08	0.00	318.20	145.77	4828.30
elk-163	672614	4930730.5	25	0.22	0.92	1956.56	360.56	456.21	32698.03	15822.95	125.00	0.00	282.84	134.63	4862.74
elk-163	672554	4930468	25	0.40	3.03	2088.06	400.00	357.95	32957.41	15749.64	25.00	0.00	195.26	25.00	5038.91
elk-163	672588	4930764	25	0.06	-2.64	1972.94	357.95	491.17	32653.30	15871.40	180.28	0.00	325.00	134.63	4807.09
elk-163	672556	4930719	25	0.29	-0.29	2023.92	425.00	512.96	32711.47	15885.57	180.28	0.00	340.04	100.00	4823.45
elk-163	672462	4930447	26	0.20	2.93	2059.43	412.31	450.69	32975.45	15834.02	79.06	0.00	279.51	125.00	4990.05
elk-163	672492	4930691	26	0.39	-3.04	1990.13	480.88	530.33	32745.11	15913.69	213.60	0.00	369.12	55.90	4819.23
elk-163	672442	4930472	26	0.01	-2.26	2024.85	443.00	482.83	32955.43	15868.52	111.80	0.00	313.25	152.07	4956.12
elk-163	672454	4930478	26	0.31	-0.69	2045.88	436.61	459.62	32950.87	15847.42	90.14	0.00	291.55	127.48	4968.15
elk-163	672579	4930758.5	25	0.23	2.87	1972.94	357.95	491.17	32653.30	15871.40	180.28	0.00	325.00	134.63	4807.09
elk-163	672537	4930474	25	0.50	2.67	2112.02	400.78	380.79	32961.89	15770.72	25.00	0.00	215.06	50.00	5026.55
elk-163	672456	4930712	14	0.11	1.85	1956.56	492.44	565.69	32725.09	15948.29	246.22	0.00	403.11	25.00	4785.00
elk-163	672539	4930716	26	0.71	1.97	2023.92	425.00	512.96	32711.47	15885.57	180.28	0.00	340.04	100.00	4823.45
elk-163	672234	4929881.5	25	0.57	0.40	2213.17	215.06	416.08	33566.74	15783.79	180.28	0.00	127.48	400.00	5363.88
elk-163	671844	4929460.5	26	0.78	-3.06	2260.67	302.08	246.22	34040.87	15960.30	480.88	0.00	201.56	403.11	5589.78
elk-163	672277	4929857	25	2.73	2.89	2265.23	167.71	369.12	33582.00	15728.00	160.08	0.00	90.14	378.32	5406.77
elk-163	670779	4927574.5	25	0.07	-2.73	3412.48	375.00	514.78	36051.22	16310.22	50.00	0.00	55.90	75.00	6928.65
elk-163	670835	4927611	17	0.07	2.97	3403.12	301.04	436.61	36010.46	16249.25	0.00	50.00	55.90	25.00	7002.86
elk-163	670781	4927561	25	0.11	-2.87	3437.02	382.43	525.59	36075.61	16301.27	35.36	0.00	79.06	75.00	6929.51
elk-163	670883	4927613.5	14	0.01	2.60	3414.13	251.25	391.31	35999.63	16202.64	25.00	75.00	90.14	0.00	7012.31
elk-163	670879	4927607	14	0.09	0.74	3408.54	276.13	413.82	36005.04	16225.94	25.00	75.00	70.71	0.00	7007.90
elk-163	670793	4927582	25	0.48	-2.34	3417.33	353.55	492.44	36045.75	16286.88	25.00	0.00	50.00	50.00	6953.64
elk-163	671212	4927340.5	17	0.51	3.02	3781.04	35.36	474.34	36229.52	15815.20	0.00	55.90	512.96	25.00	7364.95
elk-163	670744	4927537.5	25	0.00	2.28	3432.38	406.97	548.29	36081.10	16324.62	55.90	0.00	90.14	100.00	6904.53
elk-163	670746	4927538.5	25	0.10	0.28	3432.38	406.97	548.29	36081.10	16324.62	55.90	0.00	90.14	100.00	6904.53
elk-163	670844	4927556.5	14			3451.99	309.23	458.94	36059.27	16231.24	25.00	50.00	90.14	0.00	7004.46
elk-287	776418	4988939.5	17			579.87	32526.16	246.22	883.88	8676.30	0.00	10987.75	566.79	223.61	61313.26
elk-287	776007	4988037	1	0.21	0.68	0.00	31675.01	25.00	1711.18	8485.28	70.71	10003.31	141.42	546.01	60410.07
elk-287	775823	4987944.5	16	0.11	-2.39	103.08	31800.09	55.90	1708.80	8609.19	0.00	10115.12	50.00	506.21	60530.80
elk-287	775925	4987914.5	11	0.06	2.19	90.14	31750.00	0.00	1634.78	8503.42	50.00	10087.28	152.07	480.88	60488.77
elk-287	775880	4987879	17	12.22	-1.24	125.00	31500.00	141.42	1724.09	8308.58	0.00	9848.86	325.96	552.27	60241.54
elk-287	779904	4976330.5	16	5.66	0.18	206.16	19844.55	237.17	1900.00	1113.83	0.00	5194.05	25.00	276.13	48913.10
elk-287	780778	4970741.5	1	7.18	0.56	0.00	14380.74	291.55	3125.90	1922.56	90.14	25.00	566.79	498.12	43493.86
elk-287	777919	4964153.5	18	5.77	-0.12	992.47	7779.02	35.36	8112.68	1782.03	0.00	4698.00	2178.30	410.03	36674.35
elk-287	776261	4958623.5	17	2.57	-0.88	75.00	2910.00	427.20	7245.77	3228.00	0.00	2960.15	781.42	125.00	31020.41
elk-287	778057	4955955.5	7	5.15	-0.17	500.62	0.00	276.13	8679.93	5906.41	35.36	807.77	654.31	111.80	28449.35
elk-287	780741	4953171.5	6	0.07	0.08	680.07	50.00	0.00	11616.07	8945.74	111.80	539.68	1643.55	292.62	26054.39
elk-287	780787	4953115.5	7	0.06	1.23	625.00	0.00	25.00	11646.89	9000.87	90.14	553.40	1599.41	335.41	26066.56
elk-287	780758	4953067	7	0.16	2.69	642.75	0.00	25.00	11612.76	8995.45	103.08	583.63	1587.65	348.21	26096.85
elk-287	780772	4953224	7	4.17	-1.96	642.75	0.00	25.00	11612.76	8995.45	103.08	583.63	1587.65	348.21	26096.85
elk-287	776780	4951987	14	1.64	0.60	772.17	1732.77	160.08	6795.31	9279.28	25.00	3080.58	206.16	0.00	25066.97
elk-287	775221	4952474	19	0.25	-1.32	775.40	1773.41	201.56	6895.02	9362.83	0.00	3056.55	291.55	103.08	24970.09
elk-287	775092	4952263	16	0.71	-2.73	797.26	1464.80	50.00	7252.97	9203.57	0.00	2586.14	614.92	230.49	25052.97
elk-287	775672	4952666.5	19	0.09	1.05	1020.11	1520.07	125.00	7025.00	9180.31	0.00	2783.10	477.62	125.00	25111.05
elk-287	775751	4952629.5	19	0.28	0.02	707.99	1477.33	100.00	7343.11	9237.15	0.00	2529.82	694.62	257.39	25009.16
elk-287	775999	4952508.5	19	0.10	-0.73	378.32	1250.25	279.51	7794.43	9252.74	0.00	2117.34	759.11	206.16	24953.08
elk-287	776095	4952535.5	19	0.19	-2.92	403.89	1350.23	237.17	7710.59	9268.12	0.00	2209.78	794.51	111.80	24943.16
elk-287	775902	4952524.5	19	0.20	1.53	610.33	1391.49	141.42	7474.79	9179.12	0.00	2356.11	778.62	158.11	25049.01
elk-287	775882	4952722.5	19	0.14	2.18	665.68	1352.08	134.63	7426.52	9134.58	0.00	2363.92	725.00	213.60	25096.61
elk-287	776002	4952655	19	0.11	1.27	536.77	1388.57	125.00	7572.19	9186.03	0.00	2268.95	755.81	127.48	25033.20
elk-287	775976	4952531.5	19	0.14	1.77	656.22	1416.20	125.00	7412.19	9193.10	0.00	2427.06	730.15	195.26	25042.46
elk-287	775854	4952583.5	13	1.75	1.28	590.02	246.22	325.96	6940.55	7697.56	55.90	2105.35	0.00	125.00	26533.76
elk-287	776029	4954180.5	14	4.28	-0.07	79.06	3100.91	494.97	7245.77	3051.64	55.90	2961.42	594.24	0.00	31214.71
elk-287	776205	4958814	14	0.09	3.05	90.14	3121.30	502.49	7251.59	3027.89	35.36	2956.45	570.09	0.00	31239.60
elk-287	776210	4958725	16	8.72	-2.74	127.48	10482.52	261.01	7034.20	4831.99	0.00	3637.48	348.21	1039.83	39542.07
elk-287	779151	4966937.5	19	12.71	0.16	728.87	13428.05	235.85	4025.31	2901.40	0.00	608.79	125.00	559.02	42525.58
elk-287	785767	4979012.5	17	6.90	0.00	410.03	29005.60	530.33	6530.55	1588.24	0.00	4885.82	25.00	919.92	57738.32
elk-287	788540	4984050.5	13	0.14	-2.06	475.00	29100.87	530.33	6512.49	1722.10	35.36	4876.79	0.00	863.13	57844.10
elk-287	788396	4984052.5	13	0.60	0.66	530.33	29150.39	515.39	6520.59	1811.77	125.00	4891.45	0.00	800.39	57902.01
elk-287	787886	4984463	11	4.29	1.02	55.90	33468.09	0.00	4775.07	4261.82	175.00	3383.51	150.00	50.00	62337.09
elk-287	788410	4988714.5	13	0.80	0.02	75.00	33614.91	25.00	4825.06	4439.74	50.00	3461.57	0.00	176.78	62492.61
elk-287	788522	4989503.5	13	1.83	0.28	500.00	34270.55	651.92	4657.59	4921.19	200.00	3444.65	0.00	480.88	63148.24
elk-287	789278	4991172	13	1.29	0.20	357.95	36098.41	1454.73	3904.48	6255.45	50.00	3709.87	0.00	100.00	64948.11
elk-287	790036	4992220	17	0.09	2.34	90.14	37312.55	325.00	3411.84	7151.57	0.00	3862.72	134.63	364.01	66119.06
elk-287	790051	4992133.5	17	2.89	0.70	158.11	37242.66	360.56	3376.76	7076.59	0.00	3801.32	70.71	427.93	66047.04
elk-287	788604	4989628	13	0.18	2.07	604.15	34622.86	972.43	4716.59	5269.84	50.00	3600.35	0.00	522.02	63509.96
elk-287	788508	4989785.5	17	1.00	1.43	25.00	35379.27	805.06	3901.28	5525.68	0.00	3203.61	100.00	225.00	64212.74
elk-287	789286	4990421.5	1	0.07	-0.05	0.00	35402.63	825.38	3900.72	5550.23	25.00	3220.44	100.00	225.00	64236.79
elk-287	789335	4990465.5	17	0.03	0.01	75.00	35429.45	784.62	3825.74	5536.53	0.00	3165.54	25.00	150.00	64257.30
elk-287	789360	4990487.5	17	0.02	2.62	75.00	35476.13	828.02	3825.08	5585.75	0.00	3200.10	35.36	152.07	64305.38
elk-287	789352	4990464	17	0.02	0.96	35.36	35434.91	832.17	3875.32	5570.12	0.00	3219.08	75.00	200.00	64267.67
elk-287	789330	4990457.5	17	0.13	-2.33	50.00	35467.18	840.39	3850.08	5590.17	0.00	3218.11	55.90	176.78	64298.55
elk-287	789440	4990394.5	13	0.03	2.11	176.78	35442.10	715.89	3726.34	5495.11	25.00	3076.12	0.00	50.00	64260.72
elk-287	789415	4990380.5	17	0.11	-0.94	160.08	35395.48	670.82	3728.02	5445.76	0.00	3041.38	50.00	55.90	64212.66
elk-287	789402	4990274	13	0.01	0.47	125.00	35260.86	590.02	3785.00	5330.87	35.36	2993.85	0.00	103.08	64078.72
elk-287	789396	4990265	13	17.85	-0.17	106.07	35251.83	605.19	3809.94	5335.26	25.00	3012.68	0.00	127.48	64071.84
elk-287	780920	4971230	17	0.27	-0.80	548.29	14969.24	335.41	2638.66	1350.93	0.00	213.60	553.40	1004.99	44082.20
